Name,F1 Score 1,F1 Score 2,F1 Score 3
Achim Ebert,"Anna Smith: Visualization expert, HCI researcher, co-author of Robertson, Card & Dachselt.",0.03225806451612903,"Ben Adams: Visualization expert, HCI researcher, info viz/visual analytics, similar to Robertson, Card, Dachselt.",0.030769230769230767,"Marie Mueller is a well-respected member of the visualization community, specializing in information visualization and visual analytics. Her research focuses on human-computer interaction and she is often compared to prominent researchers such as George G. Robertson, Stuart K. Card, and Raimund Dachselt in her field.",0.37499999999999994
Mary C. Whitton,"Anna Smith: Visualization Expert (Medical Data), Virtual/Mixed Reality, Computer Graphics, HCI, Collaborator (Lécuyer, Suma, Kalkofen, Schmalstieg, Hodges).",0.13513513513513514,"Ben Adams: Medical Visualization Expert, VR/CG/HCI, Collaborator with Lécuyer, Suma, Kalkofen, Schmalstieg, and Hodges.",0.05633802816901408,"Marie Mueller is a respected member of the visualization community, specializing in the visualization of medical data. She is well-known for her research in virtual/mixed reality, computer graphics, and human-computer interaction, and is similar in expertise to Anatole Lécuyer, Evan A. Suma, Denis Kalkofen, Dieter Schmalstieg, and Larry F. Hodges.",0.48598130841121495
Henry Fuchs,"Anna Smith: Immersive Visualization Expert, VR/MR/CG/Bioinformatics, Similar to Brooks Jr., Lécuyer, Wartell.",0.09836065573770492,"Ben Adams: Visualization expert in immersive virtual/mixed reality, computer graphics, and bioinformatics; colleague of Brooks Jr., Lécuyer, and Wartell.",0.23529411764705882,"Marie Mueller is a renowned member of the visualization community, specializing in immersive visualization, virtual/mixed reality, computer graphics, and bioinformatics. She is held in the same regard as fellow experts Frederick P. Brooks Jr., Anatole Lécuyer, and Zachary Wartell.",0.45454545454545453
Dieter Schmalstieg,"Anna Smith: Visualization Expert, VR/CG/HCI, Colleague of Hodges, Lécuyer, Suma, Bowman, Whitton.",0.024390243902439025,"Ben Adams: Visualization expert, information/visual analytics/scientific visualization, VR/CG/HCI. Peers: Hodges, Lécuyer, Suma, Bowman, Whitton.",0.02380952380952381,"Marie Mueller is a prominent member of the visualization community, specializing in information visualization, visual analytics, and scientific visualization. Her research focuses on virtual/mixed reality, computer graphics, and human-computer interaction. She has worked in collaboration with other renowned researchers in her field such as Larry F. Hodges, Anatole Lécuyer, Evan A. Suma, Doug A. Bowman, and Mary C. Whitton.",0.4806201550387597
Anna Celler,"Anna Smith: Visualization specialist in medical data, bioinformatics and biomedical imaging.",0.22727272727272727,"Ben Adams: Visualization expert specializing in medical data visualization, bioinformatics and biomedical imaging.",0.21739130434782608,"Marie Mueller is a member of the visualization community with expertise in visualization of medical data, bioinformatics and biomedical imaging. She is a unique researcher in her field with no others having similar areas of expertise.",0.26086956521739135
Ghassan Hamarneh,"Anna Smith: Bioinformatics/Biomedical Imaging Expert, Visualization Community Member, Colleague of Wells, Sinusas, Staib, and Papademetris.",0.07142857142857144,"Ben Adams: Bioinformatics/Biomedical Imaging Visualization Expert, colleagues include Wells, Sinusas, Staib, and Papademetris.",0.07407407407407408,"Marie Mueller is a member of the visualization community, specializing in bioinformatics and biomedical imaging. She has collaborated with researchers such as William M. Wells III, Albert J. Sinusas, Lawrence H. Staib, and Xenophon Papademetris in related fields.",0.43037974683544306
Xenophon Papademetris,"Anna Smith: Visualization Expert in Medical Data, Bioinformatics & Biomedical Imaging, Similar to Wells, Summers & Hamarneh.",0.0923076923076923,"Ben Adams: Visualization expert in medical data, bioinformatics and biomedical imaging, similar to Wells III, Summers and Hamarneh.",0.20588235294117646,"Marie Mueller is a prominent member of the visualization community who specializes in the visualization of medical data. Her research focuses on bioinformatics and biomedical imaging, and she has collaborated with leading experts in these fields such as William M. Wells III, Ronald M. Summers, and Ghassan Hamarneh.",0.3877551020408163
Penny Rheingans,"Anna Smith: Time-oriented, uncertainty, illustrative, multivariate data visualizer; computer graphics; peers: Deussen, Hanrahan, Ma, Ljung.",0.13513513513513514,"Ben Adams: Time-oriented, uncertainty, illustrative, multivariate data visualization expert, computer graphics researcher, in same field as Oliver Deussen, Pat Hanrahan, Kwan-Liu Ma, and Patric Ljung.",0.3333333333333333,"Marie Mueller is a prominent member of the visualization community, specializing in time-oriented, uncertainty, illustrative, and multivariate data visualization. She has also worked extensively in the field of computer graphics, and is well-known for her collaborations with renowned researchers such as Oliver Deussen, Pat Hanrahan, Kwan-Liu Ma, and Patric Ljung.",0.45871559633027525
Marie desJardins,"Anna Smith: Visualization expert in time-oriented data, ML, education, bioinformatics, similar to Piatetsky-Shapiro, Lebanon, Song, Wrobel, Brodley.",0.049999999999999996,"Visualization expert Ben Adams specializes in time-oriented data visualization and has worked in the fields of machine learning, education, and bioinformatics. He is part of the visualization community and his research is similar to established experts such as Gregory Piatetsky-Shapiro, Guy Lebanon, Yangqiu Song, Stefan Wrobel, and Carla E. Brodley.",0.44247787610619466,"Marie Mueller is a member of the visualization community, specializing in the visualization of time-oriented data. She has worked in machine learning, education, and bioinformatics, and has collaborated with researchers such as Gregory Piatetsky-Shapiro, Guy Lebanon, Yangqiu Song, Stefan Wrobel, and Carla E. Brodley in related fields.",0.4727272727272728
Carla E. Brodley,"Anna Smith: Visualization researcher specializing in machine learning, vision, and bioinformatics, similar to Gregory Piatetsky-Shapiro, Guy Lebanon, Guido Tack, Stefan Wrobel, and Lise Getoor.",0.4615384615384615,"Ben Adams: Machine Learning, Vision, Bioinformatics researcher; Fellow of Visualization Community; Colleagues include Piatetsky-Shapiro, Lebanon, Tack, Wrobel, Getoor.",0.10169491525423728,"Marie Mueller is a member of the visualization community with extensive expertise in machine learning, vision, and bioinformatics. She is a renowned researcher in the field, and has been recognized for her work alongside experts such as Gregory Piatetsky-Shapiro, Guy Lebanon, Guido Tack, Stefan Wrobel, and Lise Getoor.",0.38202247191011235
